vin,price
1N4AL3AP4JC259489,500
2B3KA33V79H582090,500
1C4RJEBG0LC403880,500
JN8AT2MV2LW137766,500
KL7CJLSB4LB053655,500
1GKKNRLS8LZ164712,500
1C4RJFBG8LC385263,500
1N4AL3AP8DC902723,500
1C4RJFBG7HC873403,500
ZARFAMAN1L7626473,500
4S4BSANC0K3363214,500
3GKALXEXXLL325390,500
JNKCV64E68M120024,500
JTDS4MCE9MJ055039,500
1C4HJXFG8LW119803,500
1HGCR3F96EA028656,500
JTEBU5JR2F5255487,500
JA4AZ3A33LZ011248,500
1FMCU9H60LUB06309,500
19UUA8F57DA009876,500
WAUL2AF20KN051605,500
1C6RR6FG5HS786504,500
WDDUG8CB3FA199370,500
3GNCJPSB6HL207144,500
2HKRM3H77FH535286,500
W1KWF8DB1LR593764,500
1FA6P0HD6E5350536,500
1FMCU9F66LUB58370,500
1C6SRFFT3LN420451,500
1FM5K8HT3JGA81030,500
KL7CJPSB6MB306743,500
JF2SKAGC6LH601705,500
LRBFXCSA7HD040091,500
KMHCT4AE7DU306757,500
ML32F3FJ7LHF10642,500
1C4RJFCT9LC277391,500
1GNERFKW3LJ266408,500
7FART6H89LE017708,500
3N6CM0KNXLK701567,500
1FMSK8DH2LGB49650,500
1FM5K8GC4LGC71424,500
JTMR6RFV9LD004039,500
3VW2B7AJ9HM337288,500
1FTEW1EG6LFB45464,500
1FTEW1E50LKE57088,500
3GKALTEV9LL297296,500
KMHRC8A37LU045273,500
1GKS2DKL0MR151251,500
1FMCU9DG5CKB54768,500
KL4MMDS27LB087121,500
ZFBHRFBB7L6P33001,500
KNDJP3A59K7021581,500
1C4HJXDN4MW514564,500
YV4102PK8L1612157,500
ML32F4FJ3LHF07016,500
1C6HJTFG2LL183112,500
JN8AT2MVXLW133707,500
1FTEW1E44LKE71664,500
4S3BWAN66L3017155,500
1C4PJMLN8LD655952,500
2C4RDGCG8KR543456,500
KL4MMESL7LB095525,500
1FMCU0GD3HUD92336,500
3GKALTEV9JL347790,500
1FMCU0GX9DUB94249,500
1C4RJFAG0LC384612,500
5NMS23AD4LH141485,500
4T1G11AK3LU997912,500
1C6RREJT7LN306565,500
2HKRW2H86LH667271,500
1C4RJEBG3LC428434,500
3C7WRSBJ5KG671246,500
1FADP3K25JL252166,500
1FMCU0G68LUB99514,500
3VWGB7BU9LM072346,500
2T3F1RFV3LC129544,500
LRBFXCSA0KD105726,500
1HGCS1B87CA018883,500
1HGCR2F31EA165042,500
1C4BJWEG9GL161342,500
WAUHGAFC5EN106327,500
5J6RW2H83KL004535,500
WAUAFAFL5FN018643,500
1FMCU9H67LUB62537,500
1N4BZ1DP3LC306422,500
3N1AB7AP3KY302767,500
WAUGFAFC6FN003823,500
JN8AT2MV4LW144394,500
KNAFG526077119461,500
2GNAXSEV0J6338269,500
1C4RDHDG4JC114116,500
JN8AT2MV3LW118269,500
3C4NJDBB8JT115006,500
2GNAXHEV3L6261175,500
1G1ZE5ST6HF110470,500
1N6AD0ERXKN796050,500
JF2GTHSC8MH219700,500
1GNSKBKC0KR375950,500
3VW447AU7HM016301,500
5FNYF6H91HB019712,500
1N6AA1E52HN539548,500
1GCRYAEF3LZ277213,500
WDCTG4GB7KJ610086,500
5J6RM3H93FL026416,500
3C63RRGLXKG578653,500
KM8R5DHEXLU171668,500
5NPEF4JA1LH009848,500
WMWXR3C06M2M91862,500
19XFC2F65LE207343,500
1C6RR6LT8GS101525,500
1FMCU0H65LUA67065,500
1C3CCCFB0GN189250,500
1FAHP2F86KG115581,500
3CZRU6H95LM729706,500
1FMCU9DG7AKC79851,500
5NMS33AD1KH039394,500
2T3RFREV7HW686852,500
1C4RJFBG6GC478580,500
3GNAXHEV3LS677907,500
KNDCB3LC5L5393726,500
2T3RFREV0HW641865,500
JF1VA1C63L9819406,500
5NMS33AD9LH249467,500
1GKKNLLS4LZ233621,500
1C6SRFFT3LN409191,500
SJKCH5CP8JA053694,500
JN8AZ2NE8H9155255,500
1C6SRFHT3LN332187,500
2C3CCAGG5GH208740,500
1GKS1AE00ER127102,500
3PCAJ5M1XKF126338,500
2GNALBEK4H1598327,500
WVGBV7AXXGW593531,500
2GNFLFE32G6100519,500
WP1AB2AY2LDA28084,500
2GNAXJEV5J6352520,500
1N4AL3AP3HC223903,500
1HGCP2F33BA077451,500
1GYS4CKJ3LR124746,500
1FMCU9GD7JUB45718,500
1C6RREFT7KN745854,500
KM8J33A21GU222297,500
5XYZT3LB3EG145175,500
2G4WS52J011212776,500
3GTU9CED8LG346110,500
2HGFC2F83KH514080,500
3GCUYHED9LG427858,500
JM3KFBCM1L0840740,500
1FD7W2A68LEC50861,500
WDDZF8DB9LA718022,500
1C4RJFBG1HC885997,500
2C4RC1AG0KR667885,500
3GNAXHEV6LS657974,500
1GKKNMLS2HZ272074,500
1GCGTEEN7J1161674,500
KM8J3CAL2KU948817,500
1GNERGKW9LJ297362,500
1FTER4EH3LLA54266,500
1GNEVNKWXLJ186559,500
5NPDH4AE8BH054115,500
JTEZU5JR9F5095252,500
4JGDA7DB3DA143880,500
1FTFW1E48LKE27932,500
1GCJK33133F209898,500
WBAJS3C00LWW67189,500
JTHG5LFF1L5011012,500
KNDPMCAC7L7834596,500
JTMP1RFV6KD516121,500
1FMSK8DH4LGC81101,500
JM1BM1L79G1308106,500
1N4AL2AP3CN514151,500
1FTEW1CP1LFB80562,500
1FTER4EH7LLA08584,500
3FA6P0LU7KR100710,500
3FA6P0LUXLR267192,500
SALGS5FE0HA342149,500
2CNDL63F666126838,500
5J8YD4H38LL036360,500
4S4BTAEC9L3256516,500
WBA3N7C56FK225516,500
1FMCU9G61LUA90137,500
5TDDZRBH5LS019269,500
1G1ZD5STXKF161111,500
1N4BL4BV2LC266547,500
2FMPK4AP1JBB81780,500
5FNRL6H56LB065653,500
NM0LS7F28L1454985,500
5NMS53AAXLH252961,500
1FA6P8CF8G5229985,500
2FMPK4J99LBB09293,500
1G6DS5E31D0176835,500
1C6SRFHM1LN415075,500
ZARFAMBN8L7630941,500
KNDPM3AC3M7856600,500
1C4AJWAG4FL538899,500
2C3CDZAG0KH669602,500
1GC4K0E80GF224273,500
5J8YD3H80LL008932,500
1FMCU9H96LUA35188,500
4T1FA38P28U157362,500
4T4BF1FK6GR555433,500
KL79MSSL9MB024321,500
1FMSK7DH6LGB38709,500
JN8AT2MV3HW250116,500
1FTER4FH6KLA82205,500
ZARFAEEN9H7544191,500
JN1EV7ARXHM835110,500
WBA5U7C00LA234682,500
1FTEW1E54LKE78333,500
1C4PJMDX8KD463574,500
3C6UR5FLXJG216707,500
5N1DR2MM3HC662404,500
1FMCU0DZ2LUC07315,500
1FMCU9F61LUB85749,500
5N1DL0MN4LC500434,500
2C3CDXGJ5JH237142,500
3C6UR5FL7LG147011,500
5J6RE48388L049059,500
1GCRYDED5LZ201976,500
1HGCV1F33LA049439,500
2FMPK4K95KBB89012,500
4S3GKAV65L3612080,500
5FNYF6H07MB011903,500
1GYKNCRS3HZ197490,500
3VWEF71K07M138834,500
SAJWJ0EF8E8U31846,500
4T1BE46K57U508831,500
1C6RR6LTXDS698981,500
3GKALPEV4KL253065,500
5XYZT3LB9HG493048,500
KL8CB6SAXLC479653,500
5FNYF4H54BB042460,500
SALCR2BG8HH704929,500
5XYPG4A3XHG267534,500
1FTEW1E46KKC81881,500
1C6HJTFG0LL216592,500
1FADP3FE9JL307271,500
1FMJK1MT4LEA61475,500
W1N4N4HBXMJ162310,500
JM1GL1XY9L1524334,500
1FMSK8DH0LGC39721,500
2C3CDXCT8JH290036,500
3KPA24AD8LE336692,500
WDDZF4JB7HA257178,500
3KPF34AD1LE261675,500
KNDJH741095035808,500
JN1EV7EK9HM362040,500
1VWBV7A36FC046240,500
5NPD84LF9LH595858,500
1FTEW1E51KKD51151,500
5J8YD4H39LL036237,500
JN1BJ1CP2HW020346,500
WMWXJ1C07L2L90243,500
1C6RR6FT1FS635329,500
1FADP3FE3HL283057,500
5UXCY4C02L9D43435,500
1C6RRFJG5KN729037,500
4T1M11AK5LU373161,500
1C4RJFJG3LC436010,500
19XFC2F62LE212547,500
2GNFLHEKXF6133348,500
2C3CDZBT0HH613745,500
1C6RR7MT7ES359455,500
1GKKNXLS7LZ119409,500
1FMCU9G6XLUA90136,500
1FM5K8HC3LGA82648,500
5NPD84LF0LH619626,500
WBAJA7C32HG906876,500
1FMJU2ATXKEA50984,500
2G11Z5S3XK9134899,500
1GTW7AFG5L1254155,500
3KPF24AD5LE164787,500
5FNRL6H79JB024156,500
WUAWAAFC2HN904268,500
3GNDA13D88S598868,500
5FNRL6H55LB073162,500
2T3P1RFV1LC090618,500
2C3CCAAG6GH358378,500
5N1AZ2CJ6LN158579,500
KM8J3CAL5LU280626,500
4JGDA5HB5HA907488,500
JN1BJ1CR3HW136110,500
2HGFC1E51JH702872,500
1FTER4FH7LLA24492,500
W1KUG8JB7LA562722,500
1HGCV1F36LA115174,500
1G1BE5SM3K7122152,500
KM8J2CA46LU240129,500
5GADV33L86D116737,500
1FTEW1EP2LFC56030,500
5N1DR2AN3LC613659,500
5UXKR2C31H0X07151,500
5YFEPRAE4LP054587,500
1C3CCCBBXFN702850,500
1FMSK8DH6LGC88020,500
1HGCV1F34LA126173,500
2T3BFREVXFW378458,500
1FTEW1E49LFC72957,500
1N4AA6DV1LC379433,500
3C6UR4CL7KG517841,500
5FNYF6H53HB052255,500
3C3JY45X77T604950,500
1G1ZH5SX5GF267058,500
1FTER4FH2LLA63166,500
1FAHP60A72Y114422,500
W1N0G8EB6LF815401,500
3FA6P0HD7JR167752,500
1J4AA2D15BL528726,500
2C3CDXL9XJH113007,500
3N63M0ZN4GK692683,500
1FM5K7D87EGC10016,500
1C4PJLCB5LD634380,500
4S4BTAEC3L3265678,500
3C4NJDCB5LT234195,500
5GAERBKW5LJ201675,500
3C4NJDBB1MT506891,500
3KPC24A66LE126666,500
2GCEC13T361147340,500
4S3BWAC61L3013761,500
3GCPWBEK2LG202308,500
WA1VWBF72LD013408,500
3C4NJDBB0LT239516,500
5YFBURHE1JP745249,500
1FTEX1EP8LFC05659,500
5XYPG4A51LG693770,500
1C6HJTAG8LL126470,500
1GYKNBRS8HZ119880,500
1FA6P8TH7L5172870,500
1GCRYEED1LZ293948,500
1GNSKHKC9KR140689,500
JTNK4RBEXK3021073,500
W1K2J5JB9LA074234,500
KL4MMDSL9LB110018,500
3MZBPBCMXLM131367,500
1GNSKHKC2LR284618,500
1C6SRFFT0LN398473,500
3C63RRJL6KG602116,500
JM3KFBCL4H0105524,500
JTHCL5EF8H5029354,500
1G1FJ1R65K0155160,500
ZASPAKBN3L7C75185,500
KL7CJKSBXLB330710,500
55SWF4JB4JU256093,500
5FNYF5H58MB003220,500
KNDMC5C1XM6661211,500
3GCUKSEC6EG316029,500
JM3KFBBM4J0467563,500
KNDJN2A22J7574383,500
3VWG57BU1LM078987,500
KMHD84LF9LU099377,500
3GNAXJEV9LS600434,500
2LMPJ6K93LBL28767,500
1FMSK7DH2LGC89739,500
LRBFX3SX1LD019797,500
1G1PA5SG8E7195310,500
WDDHF8JB7GB244698,500
5N1DR2MN0KC627917,500
2HGFC2F51JH502840,500
3C4NJDBB0LT209917,500
3N1CN8DV3LL884206,500
1FT7W2B61KEC41033,500
JN1BJ0RR8HM402377,500
1FMJK1KT0KEA28104,500
1GNERHKW3LJ303887,500
WP1AA2A50JLB12223,500
1GTW7AFG6L1254391,500
3LN6L5MU0HR650899,500
1GTG6FEN9M1100246,500
3KPF24ADXLE202871,500
3VV0B7AX0LM163586,500
JH4KC1F5XLC000260,500
5N1DL0MN7LC538692,500
1FTEW1E51LFC52078,500
1C3CDFBB6GD624783,500
1C6SRFLTXLN378610,500
1V2LP2CA7MC519915,500
1C4NJRFB2HD195474,500
1FTEW1E44LKD11509,500
3FA6P0T97HR173435,500
5UXWX7C52BLT78598,500
KL8CC6SAXLC479004,500
1FMSK7FH2LGB47159,500
JM1BPBLM0L1165673,500
3C6UR5DL5LG104631,500
1FTEX1CB4LKD47540,500
1FM5K8AB1LGD08994,500
5NMS2CADXKH087656,500
ZN661YUS5LX346136,500
KL4MMDSL4LB115045,500
4T1G31AK4LU542030,500
1GYKNDRS4HZ214514,500
JF2SH6DC7AH795044,500
JM3KFBEY8L0853873,500
3LN6L5A99HR647886,500
2C4RDGBG4LR231816,500
2GKFLVE30G6212727,500
4T1BD1EB6FU038231,500
NM0LS7E21L1439276,500
1FTEW1C59LFA41942,500
5XXGN4A75FG426387,500
KL8CD6SA2LC479754,500
1GNERJKW8LJ289945,500
KNDEUCAA4M7120450,500
1FTEW1CP2LFB51068,500
ZACNJBAB4LPL47969,500
1FTFW1RG9JFE71223,500
1FTNE1EW6ADA63589,500
4S3GKAV69L3607206,500
2C3CDXFG0HH529507,500
JM3KFADM0J1388232,500
3GTP9CEK9LG398129,500
4S4BSANC1K3370446,500
5UXKR2C5XE0H33988,500
1GNERFKW8LJ276058,500
3GTU2UEC8FG444673,500
19XFC1F74LE209068,500
WBAVC73528KX90475,500
2C4RC1BG2KR597059,500
1FTER4EH9LLA44812,500
2C4RC1FG0LR264094,500
1FTFW1RGXLFC75195,500
1FT8W3BT7BEC44048,500
1GTG6DE33G1317430,500
1GNSKCE04BR240946,500
1N4AL3AP0HC472577,500
1G1ZB5ST6LF136553,500
1C4PJLLB0LD640491,500
3C6TRVDG2LE127794,500
1C4RJFAG8HC814880,500
1FTEW1E4XLFC83983,500
JM1DKDC72H0163157,500
1GAZG1FG5E1183872,500
2C3CDXGJ3LH202666,500
WDDWF4KB2HR282850,500
1FM5K8D84DGA28875,500
W1KZF8EB3LA827834,500
3C63R3CL8LG232721,500
3FA6P0PU6HR276781,500
2T3BFREV2FW335958,500
JTDEPRAEXLJ022019,500
1FMJK1MT3LEA37832,500
1N4BZ1CP1LC304976,500
5NMS23AD1LH272745,500
1G1BE5SM6K7145148,500
3D3HA18H85G820143,500
YV4BR0CL5M1672153,500
3PCAJ5M36LF113346,500
5J6RW2H52LA016517,500
4JGFB8GB0LA272830,500
4T1BF1FK6HU731585,500
1FM5K8GC4LGA32214,500
1FBZX2YM7KKB05314,500
KM8SC73D05U866624,500
SAJAD4FX9JCP26462,500
1FTEW1EP6LFC20728,500
5TDZARFH9KS043659,500
1C6RR7LG6JS147516,500
5FNRL6H90KB078173,500
3VWCB7BU1LM066412,500
NM0LS7E22L1472190,500
W1N4N4HB4MJ152551,500
19XFB2F53EE205264,500
1G1ZE5STXHF125733,500
2T1BURHE1EC020191,500
YV1960BW2A1153105,500
3N1AB7AP4HY348987,500
1FTYR10D53PA91554,500
W1N4M4GB3LW015994,500
JTNKARJEXJJ566243,500
2T3BFREV7HW571590,500
KNDMB5C19H6309696,500
1FTEW1E59LKD74100,500
5J6RW1H98LL009928,500
1GNEK13T35R259149,500
4S4BRBKC3D3301993,500
1FTER4FH1LLA35018,500
3VW6T7AU3LM014050,500
1G6AA5RA7G0181038,500
1FMCU0H65LUB12697,500
1N4BL4BV7LC229493,500
1GNSKBKC4HR319129,500
3GNKBJRS7LS693943,500
LRBFXBSA5HD179081,500
1FT7X2B63LEE14498,500
WMWXP5C33H2G60501,500
YV4162UMXM2407486,500
1FTFX1E49LKE53842,500
3FA6P0K9XER323325,500
W1N4N4HB1MJ114369,500
1J4GL58KX6W141344,500
1FA6P8TH1L5129464,500
1J4BA3H18BL529308,500
1GYKNBRS5HZ109064,500
5J6RM4H77GL032418,500
NMTKHMBXXLR113277,500
1G1ZE5ST1HF285306,500
LRBFX3SX7LD156548,500
2G1WT55N181264369,500
1FTEW1EG0JFE73640,500
1C4PJLDB5GW200422,500
3VWCB7BU4LM068512,500
KNAS24J63L6021226,500
1C4PJMBXXKD298517,500
3VWRZ71K39M170057,500
5XYPG4A58KG559532,500
2GNAXHEV3L6196974,500
MAJ3S2GE7LC331980,500
3GKALMEV0LL132047,500
1FM5K8GC7LGB71429,500
5FRYD3H30HB008828,500
4T1BF1FK4HU757263,500
1V2DR2CA1JC546814,500
YV1102EM9L2374847,500
JM1GL1VM2L1522389,500
1GNEVHKW5JJ107247,500
3C4PDCAB2LT243580,500
1GNEVJKW2LJ226190,500
1J4BA5H18BL520524,500
1C6SRFHT4LN383391,500
JTJDARBZ1L5012676,500
1C6RREFT2LN405951,500
5NMS33AD3LH236701,500
KM8K2CAA9MU604085,500
JM3KFBCL3H0160482,500
WAUHMAF44LA048426,500
3FA6P0T90LR165041,500
5TDYZRAH6LS027447,500
1FTFX1EF0DKD63059,500
KMHDH6AH6EU028639,500
3C6UR5SL8LG202135,500
5UXZV4C53D0E00844,500
JM3KFABM3L0859561,500
MAJ3S2GE3LC341745,500
4T1B11HK6KU234975,500
1GCHC29638E135467,500
KNMAT2MV4HP537373,500
KNDJP3A54H7501021,500
19XFC2F54HE070264,500
3VWDX7AJ2DM424955,500
3GTU9DED3LG434763,500
3LN6L5LU6LR620025,500
4T1B11HK6JU158351,500
5N1DL0MN1LC505963,500
1N4BL4BV4LC202929,500
WBA8E1G34HNU17532,500
5FNRL6H75KB118942,500
1C6JJTBGXLL196262,500
2C3CDXHG8HH536881,500
2HNYD28458H516995,500
3FA6P0HD8FR224063,500
5GAERBKW1LJ273845,500
3GNCJLSB9LL257537,500
5LM5J7XC2LGL24535,500
7FARW2H99LE006703,500
1GYKNBRS6HZ243355,500
JM3KFBDM8L0842466,500
1G1ZD5ST7LF132618,500
3GTU9DED9LG435562,500
JTDBL40E09J016189,500
2C4RDGBG3JR244991,500
5N1AT2MT1LC786286,500
1N6AD0ER5KN775431,500
KL4CJESB0JB578864,500
KNDPM3AC4M7866780,500
1HGCV1F17LA114419,500
3C4PDCGG3HT677775,500
1FTPX14V69KC90140,500
3C4PDCAB4LT219152,500
5GAERBKW3LJ279310,500
3VWCB7BUXLM074749,500
1C4RJFBG8LC386672,500
5TFAZ5CN9JX056025,500
3C4NJCBB2KT685952,500
1GTG5CEN5L1118484,500
3VV2B7AXXLM168268,500
1D8GT28K89W542725,500
1GYKNDRS0HZ313525,500
1FTEW1EP0LFB03937,500
1G1ZD5ST0JF106813,500
JTEBU14R968068797,500
3FAHP0JA5AR430989,500
1C6SRFFTXLN359342,500
JTHHA5BC8H5005321,500
1GCGSBEN6L1250107,500
3HGGK5H42LM725535,500
JN8AY2NC1J9553477,500
5GAKRDED6CJ259898,500
3FA6P0G79LR233328,500
5TDZA23C75S365530,500
5LMJJ2LT1LEL15540,500
1N6AD0ER2KN775614,500
KL4CJESB4LB029218,500
1C6RR7GT0FS624987,500
1C4HJXEN7LW232383,500
58ABK1GG7HU071118,500
1C4RJFAG9EC415049,500
1C6RREHT3LN374013,500
3LN6L5E92LR619740,500
1C4SDJCTXLC432431,500
5NMS53AAXLH249512,500
KMHRC8A31LU022801,500
WBA8A3C57JA494939,500
KNDPBCAC6E7642305,500
4T1M11AK8LU387507,500
1G6KD54YX2U253061,500
1GCRYDED6LZ365012,500
5NPEH4J28LH013544,500
5N1AT2MV1LC800480,500
3GTP9CEK7LG377439,500
KL7CJNSB7LB319231,500
JHLRD68454C013677,500
WAUBEGFF3LA061966,500
2FMPK4K98LBB15830,500
19XFC1F32LE217652,500
3VWCB7BU8LM074183,500
1N4AA6AP9HC403720,500
